,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
SE Louisiana,12/14/2021 18:00,1300,260,21.5,18.18,140,18.18,6.9,59.3,80.8
Louisville,12/14/2021 18:00,-3000,0.67,-21.5,18.18,140,18.18,93.1,80.8,59.3
Central Connecticut,12/14/2021 18:31,850,170,16,18.18,137.5,18.18,10.1,60.8,76.8
Stony Brook,12/14/2021 18:31,-1500,1.33,-16,18.18,137.5,18.18,89.9,76.8,60.8
Furman,12/14/2021 19:00,460,92,11.5,17.39,153,16.67,17.1,70.8,82.3
North Carolina,12/14/2021 19:00,-650,3.08,-11.5,19.05,153,20,82.9,82.3,70.8
VMI,12/14/2021 19:00,850,170,15,19.05,148.5,18.18,10.1,66.8,81.8
Wake Forest,12/14/2021 19:00,-1500,1.33,-15,17.39,148.5,18.18,89.9,81.8,66.8
Northwestern State,12/14/2021 19:00,2500,500,33,17.39,145.5,19.05,3.7,56.3,89.3
Louisiana State,12/14/2021 19:00,-8000,0.25,-33,19.05,145.5,17.39,96.3,89.3,56.3
USC Upstate,12/14/2021 19:00,2500,500,34,17.39,137.5,16.67,3.7,51.8,85.8
Tennessee,12/14/2021 19:00,-8000,0.25,-34,19.05,137.5,20,96.3,85.8,51.8
Miami (OH),12/14/2021 19:00,300,60,9,17.39,138.5,19.05,23.8,64.8,73.8
Clemson,12/14/2021 19:00,-400,5,-9,19.05,138.5,17.39,76.2,73.8,64.8
UNC-Greensboro,12/14/2021 19:00,270,54,7.5,18.18,127.5,19.05,25.8,60,67.5
Towson,12/14/2021 19:00,-350,5.71,-7.5,18.18,127.5,17.39,74.2,67.5,60
Monmouth,12/14/2021 19:00,-140,14.29,-1.5,17.39,147,17.39,56.2,74.3,72.8
Yale,12/14/2021 19:00,120,24,1.5,19.05,147,19.05,43.8,72.8,74.3
North Carolina A&T,12/14/2021 19:00,460,92,11.5,18.18,140.5,20,17.1,64.5,76
E. Tennessee State,12/14/2021 19:00,-650,3.08,-11.5,18.18,140.5,16.67,82.9,76,64.5
Alabama A&M,12/14/2021 19:00,575,115,12,18.18,130,18.18,14.2,59,71
Troy,12/14/2021 19:00,-850,2.35,-12,18.18,130,18.18,85.8,71,59
Florida A&M,12/14/2021 19:00,1000,200,20.5,16.67,128.5,17.39,8.7,54,74.5
Cincinnati,12/14/2021 19:00,-2000,1,-20.5,20,128.5,19.05,91.3,74.5,54
Austin Peay,12/14/2021 19:00,205,41,6,17.39,125.5,17.39,31.3,59.8,65.8
South Florida,12/14/2021 19:00,-255,7.84,-6,19.05,125.5,19.05,68.7,65.8,59.8
St. Francis (Pa.),12/14/2021 19:00,110,22,2,18.18,147.5,16.67,45.7,72.8,74.8
Hartford,12/14/2021 19:00,-130,15.38,-2,18.18,147.5,20,54.3,74.8,72.8
Grambling,12/14/2021 19:30,1600,320,25.5,18.18,136.5,18.18,5.7,55.5,81
UAB,12/14/2021 19:30,-3800,0.53,-25.5,18.18,136.5,18.18,94.3,81,55.5
Louisiana-Monroe,12/14/2021 19:30,575,115,12,19.05,146,18.18,14.2,67,79
Stephen F. Austin,12/14/2021 19:30,-850,2.35,-12,17.39,146,18.18,85.8,79,67
Arizona State,12/14/2021 20:00,235,47,7,19.05,137,18.18,28.5,,
Creighton,12/14/2021 20:00,-300,6.67,-7,,137,18.18,71.5,,
South Carolina State,12/14/2021 20:00,2500,500,36,18.18,152,20,3.7,58,94
Duke,12/14/2021 20:00,-8000,0.25,-36,18.18,152,16.67,96.3,94,58
Arkansas State,12/14/2021 20:00,2200,440,24.5,17.39,140.5,18.18,4.2,58,82.5
Texas Tech,12/14/2021 20:00,-6500,0.31,-24.5,19.05,140.5,18.18,95.8,82.5,58
Georgia State,12/14/2021 20:00,340,68,9.5,17.39,142.5,19.05,21.7,66.5,76
Mississippi State,12/14/2021 20:00,-450,4.44,-9.5,19.05,142.5,17.39,78.3,76,66.5
Arkansas-Little Rock,12/14/2021 20:00,-140,14.29,-2.5,18.18,148,18.18,56.2,75.3,72.8
Central Arkansas,12/14/2021 20:00,120,24,2.5,18.18,148,18.18,43.8,72.8,75.3
Louisiana-Lafayette,12/14/2021 20:00,1500,300,21.5,17.39,140,16.67,6,59.3,80.8
Houston,12/14/2021 20:00,-3500,0.57,-21.5,19.05,140,20,94,80.8,59.3
Texas A&M-Corpus Christi,12/14/2021 20:00,850,170,16,19.05,139.5,17.39,10.1,61.8,77.8
Minnesota,12/14/2021 20:00,-1500,1.33,-16,17.39,139.5,19.05,89.9,77.8,61.8
Coppin State,12/14/2021 20:00,550,110,12,18.18,146.5,17.39,14.8,67.3,79.3
Drexel,12/14/2021 20:00,-800,2.5,-12,18.18,146.5,19.05,85.2,79.3,67.3
Jacksonville,12/14/2021 20:00,105,21,1,18.18,125,18.18,46.8,62,63
Southern Mississippi,12/14/2021 20:00,-125,16,-1,18.18,125,18.18,53.2,63,62
DePaul,12/14/2021 20:00,,,-10,,143,,,,
Illinois-Chicago,12/14/2021 20:00,,,10,,143,,,,
UNC-Asheville,12/14/2021 20:00,-190,10.53,-4.5,18.18,143,16.67,63,73.8,69.3
Tennessee-Martin,12/14/2021 20:00,160,32,4.5,18.18,143,20,37,69.3,73.8
Sam Houston,12/14/2021 20:00,410,82,10.5,17.39,123,19.05,18.7,56.3,66.8
North Texas,12/14/2021 20:00,-575,3.48,-10.5,19.05,123,17.39,81.3,66.8,56.3
Jackson State,12/14/2021 20:00,700,140,13.5,17.39,126,18.18,12,56.3,69.8
Northern Iowa,12/14/2021 20:00,-1125,1.78,-13.5,19.05,126,18.18,88,69.8,56.3
Tarleton State,12/14/2021 20:00,270,54,7.5,17.39,125.5,18.18,25.8,59,66.5
South Alabama,12/14/2021 20:00,-350,5.71,-7.5,19.05,125.5,18.18,74.2,66.5,59
Alcorn State,12/14/2021 20:02,1200,240,20,19.05,130,18.18,7.4,55,75
Wichita State,12/14/2021 20:02,-2500,0.8,-20,17.39,130,18.18,92.6,75,55
Texas Southern,12/14/2021 20:30,-155,12.9,-3,18.18,149.5,17.39,58.8,76.3,73.3
Texas Rio Grande Valley,12/14/2021 20:30,135,27,3,18.18,149.5,19.05,41.2,73.3,76.3
North Alabama,12/14/2021 21:00,2500,500,27.5,18.18,140.5,18.18,3.7,56.5,84
Auburn,12/14/2021 21:00,-8000,0.25,-27.5,18.18,140.5,18.18,96.3,84,56.5
Alabama,12/14/2021 21:00,-200,10,-5.5,19.05,155,19.05,64.3,80.3,74.8
Memphis,12/14/2021 21:00,170,34,5.5,17.39,155,17.39,35.7,74.8,80.3
Arkansas-Pine Bluff,12/14/2021 21:00,2500,500,34,18.18,134.5,18.18,3.7,50.3,84.3
Texas,12/14/2021 21:00,-8000,0.25,-34,18.18,134.5,18.18,96.3,84.3,50.3
Santa Clara,12/14/2021 21:00,245,49,7.5,18.18,139.5,18.18,27.7,66,73.5
Boise State,12/14/2021 21:00,-310,6.45,-7.5,18.18,139.5,18.18,72.3,73.5,66
UC Davis,12/14/2021 22:00,200,40,6,18.18,137,19.05,31.8,65.5,71.5
Oregon State,12/14/2021 22:00,-250,8,-6,18.18,137,17.39,68.2,71.5,65.5
Cal-Santa Barbara,12/14/2021 22:00,-165,12.12,-3.5,18.18,134.5,18.18,60.4,69,65.5
Pacific,12/14/2021 22:00,145,29,3.5,18.18,134.5,18.18,39.6,65.5,69
